rank,score,kind,split,frame,box,note,verdict,reviewer
354,0.6167,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y1440,0.91250 0.39141 0.10625 0.05781,best IoU 0.18 against a prediction,,
355,0.6153,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y630,0.75938 0.38594 0.01875 0.02187,best IoU 0.18 against a prediction,,
356,0.6141,loose_box,train,AI4SHIPWRECKS__WP_Rend_04__x1088_y960,0.16719 0.31406 0.01875 0.10312,best IoU 0.19 against a prediction,,
357,0.6134,loose_box,train,AI4SHIPWRECKS__Montana_07__x960_y1440,0.28203 0.61641 0.56406 0.76719,best IoU 0.19 against a prediction,,
358,0.6133,missing_label,train,AI4SHIPWRECKS__EB_Allen_17__x0_y0,0.25318 0.68742 0.09207 0.04238,confident prediction @ 0.53 with no label here,,
359,0.6127,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.24297 0.27344 0.26094 0.12187,best IoU 0.19 against a prediction,,
360,0.6122,missing_label,train,AI4SHIPWRECKS__Near_Shore_03__x0_y7680,0.40541 0.50047 0.08813 0.06595,confident prediction @ 0.53 with no label here,,
361,0.6118,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y630,0.95937 0.38594 0.01875 0.02187,best IoU 0.19 against a prediction,,
362,0.6114,loose_box,train,AI4SHIPWRECKS__WP_Rend_04__x960_y960,0.36719 0.31406 0.01875 0.10312,best IoU 0.19 against a prediction,,
363,0.6102,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x1088_y2880,0.33516 0.10156 0.01719 0.05625,best IoU 0.19 against a prediction,,
364,0.61,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2400,0.53516 0.85156 0.01719 0.05625,best IoU 0.19 against a prediction,,
365,0.6097,loose_box,val,AI4SHIPWRECKS__Heart_Failure_09__x480_y480,0.25000 0.79766 0.29375 0.40469,best IoU 0.19 against a prediction,,
366,0.6094,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x1088_y2400,0.33516 0.85156 0.01719 0.05625,best IoU 0.19 against a prediction,,
367,0.6092,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2880,0.53516 0.10156 0.01719 0.05625,best IoU 0.19 against a prediction,,
368,0.6064,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y630,0.78125 0.37266 0.02187 0.02969,best IoU 0.19 against a prediction,,
369,0.6012,missing_label,train,AI4SHIPWRECKS__Montana_08__x1088_y1440,0.55072 0.18545 0.89716 0.37090,confident prediction @ 0.50 with no label here,,
370,0.6003,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y480,0.75938 0.62031 0.01875 0.02187,best IoU 0.20 against a prediction,,
371,0.5719,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y480,0.95937 0.62031 0.01875 0.02187,best IoU 0.23 against a prediction,,
372,0.5405,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x960_y6720,0.36875 0.97344 0.03438 0.02813,best IoU 0.26 against a prediction,,
373,0.5401,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y480,0.78125 0.60703 0.02187 0.02969,best IoU 0.26 against a prediction,,
374,0.5381,loose_box,train,AI4SHIPWRECKS__Near_Shore_02__x1088_y6720,0.16875 0.97344 0.03438 0.02813,best IoU 0.26 against a prediction,,
375,0.53,loose_box,train,AI4SHIPWRECKS__Heart_Failure_03__x480_y0,0.72813 0.60234 0.06563 0.10781,best IoU 0.27 against a prediction,,
376,0.5292,loose_box,train,AI4SHIPWRECKS__Egyptian_13__x960_y0,0.71172 0.49844 0.07969 0.07500,best IoU 0.27 against a prediction,,
377,0.5273,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.17266 0.42500 0.07969 0.13750,best IoU 0.27 against a prediction,,
378,0.5219,loose_box,train,SCTD__000283,0.30938 0.54459 0.06250 0.29936,best IoU 0.28 against a prediction,,
379,0.5191,loose_box,train,AI4SHIPWRECKS__Egyptian_13__x1088_y0,0.51172 0.49844 0.07969 0.07500,best IoU 0.28 against a prediction,,
380,0.512,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x0_y960,0.45703 0.36797 0.35781 0.26094,best IoU 0.29 against a prediction,,
381,0.505,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x1088_y2400,0.08672 0.27344 0.17344 0.12187,best IoU 0.30 against a prediction,,
382,0.4932,loose_box,val,AI4SHIPWRECKS__DM_Wilson_10__x960_y480,0.67266 0.77656 0.65469 0.44688,best IoU 0.31 against a prediction,,
383,0.4929,loose_box,train,AI4SHIPWRECKS__DM_Wilson_13__x1088_y1440,0.94375 0.38750 0.04688 0.10938,best IoU 0.31 against a prediction,,
384,0.4911,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y1440,0.16250 0.39141 0.10625 0.05781,best IoU 0.31 against a prediction,,
385,0.4871,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y480,0.98125 0.60703 0.02187 0.02969,best IoU 0.31 against a prediction,,
386,0.4858,loose_box,train,AI4SHIPWRECKS__Egyptian_12__x0_y480,0.72813 0.65078 0.06250 0.09219,best IoU 0.31 against a prediction,,
387,0.4811,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x480_y2400,0.20156 0.84141 0.07187 0.09219,best IoU 0.32 against a prediction,,
388,0.4802,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x480_y2880,0.20156 0.09141 0.07187 0.09219,best IoU 0.32 against a prediction,,
389,0.4802,loose_box,val,SCTD__000348,0.41211 0.48871 0.69922 0.90000,best IoU 0.32 against a prediction,,
390,0.4648,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y630,0.98125 0.37266 0.02187 0.02969,best IoU 0.34 against a prediction,,
391,0.4643,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x960_y2880,0.09141 0.28047 0.01719 0.06406,best IoU 0.34 against a prediction,,
392,0.4571,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x0_y2880,0.77344 0.27187 0.07187 0.11563,best IoU 0.34 against a prediction,,
393,0.4566,loose_box,train,AI4SHIPWRECKS__Egyptian_14__x1088_y480,0.28594 0.89297 0.01562 0.01719,best IoU 0.34 against a prediction,,
394,0.4566,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2880,0.25703 0.56563 0.17031 0.07812,best IoU 0.34 against a prediction,,
395,0.4559,loose_box,train,AI4SHIPWRECKS__Egyptian_14__x960_y480,0.48594 0.89297 0.01562 0.01719,best IoU 0.34 against a prediction,,
396,0.4555,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y0,0.86641 0.95156 0.03281 0.03125,best IoU 0.34 against a prediction,,
397,0.4494,loose_box,train,AI4SHIPWRECKS__WP_Rend_10__x480_y1920,0.89141 0.48125 0.12969 0.06250,best IoU 0.35 against a prediction,,
398,0.4469,loose_box,val,AI4SHIPWRECKS__WP_Rend_05__x0_y480,0.93203 0.42812 0.02969 0.03125,best IoU 0.35 against a prediction,,
399,0.443,loose_box,val,AI4SHIPWRECKS__WP_Rend_05__x480_y480,0.18203 0.42812 0.02969 0.03125,best IoU 0.36 against a prediction,,
400,0.4422,loose_box,train,SCTD__000311,0.49150 0.52773 0.17300 0.65800,best IoU 0.36 against a prediction,,
401,0.437,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.07109 0.56563 0.14219 0.07812,best IoU 0.36 against a prediction,,
402,0.433,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y0,0.66641 0.95156 0.03281 0.03125,best IoU 0.37 against a prediction,,
403,0.4264,loose_box,train,AI4SHIPWRECKS__EB_Allen_21__x1088_y0,0.93594 0.92578 0.02187 0.08906,best IoU 0.37 against a prediction,,
404,0.4144,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.06406 0.47031 0.12812 0.16250,best IoU 0.39 against a prediction,,
405,0.4128,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x960_y2880,0.38047 0.51016 0.02656 0.02969,best IoU 0.39 against a prediction,,
406,0.4106,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x1088_y2880,0.18047 0.51016 0.02656 0.02969,best IoU 0.39 against a prediction,,
407,0.4085,loose_box,train,AI4SHIPWRECKS__Oscar_T_Flint_12__x480_y480,0.82734 0.66406 0.06406 0.09062,best IoU 0.39 against a prediction,,
408,0.4038,loose_box,train,AI4SHIPWRECKS__DM_Wilson_14__x1088_y1440,0.39844 0.46172 0.05937 0.22656,best IoU 0.40 against a prediction,,
409,0.4037,loose_box,train,AI4SHIPWRECKS__WP_Rend_04__x480_y480,0.96641 0.55391 0.06719 0.06406,best IoU 0.40 against a prediction,,
410,0.4035,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x480_y1440,0.05469 0.36484 0.10938 0.07031,best IoU 0.40 against a prediction,,
411,0.4001,loose_box,train,AI4SHIPWRECKS__DM_Wilson_09__x1088_y960,0.86562 0.70156 0.26875 0.09062,best IoU 0.40 against a prediction,,
412,0.3973,loose_box,train,AI4SHIPWRECKS__Isaac_M_Scott_02__x0_y960,0.87578 0.23750 0.24844 0.11250,best IoU 0.40 against a prediction,,
413,0.397,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y480,0.66641 0.20156 0.03281 0.03125,best IoU 0.40 against a prediction,,
414,0.3964,loose_box,train,AI4SHIPWRECKS__Oscar_T_Flint_12__x960_y480,0.07734 0.66406 0.06406 0.09062,best IoU 0.40 against a prediction,,
415,0.3963,loose_box,train,AI4SHIPWRECKS__DM_Wilson_14__x960_y1440,0.59844 0.46172 0.05937 0.22656,best IoU 0.40 against a prediction,,
416,0.396,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y480,0.86641 0.20156 0.03281 0.03125,best IoU 0.40 against a prediction,,
417,0.3892,loose_box,val,AI4SHIPWRECKS__Oscar_T_Flint_04__x0_y1440,0.77109 0.36484 0.17656 0.07031,best IoU 0.41 against a prediction,,
418,0.3838,loose_box,train,AI4SHIPWRECKS__Egyptian_14__x1088_y626,0.28594 0.66484 0.01562 0.01719,best IoU 0.42 against a prediction,,
419,0.3806,loose_box,train,AI4SHIPWRECKS__Egyptian_05__x960_y0,0.59297 0.34219 0.04219 0.03438,best IoU 0.42 against a prediction,,
420,0.3803,loose_box,train,AI4SHIPWRECKS__WP_Rend_09__x480_y2880,0.04688 0.56328 0.09375 0.13281,best IoU 0.42 against a prediction,,
421,0.3799,loose_box,train,AI4SHIPWRECKS__Egyptian_05__x1088_y0,0.39297 0.34219 0.04219 0.03438,best IoU 0.42 against a prediction,,
422,0.3794,loose_box,train,AI4SHIPWRECKS__Egyptian_14__x960_y626,0.48594 0.66484 0.01562 0.01719,best IoU 0.42 against a prediction,,
423,0.3778,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x0_y2400,0.95156 0.84141 0.07187 0.09219,best IoU 0.42 against a prediction,,
424,0.3728,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x0_y2880,0.95156 0.09141 0.07187 0.09219,best IoU 0.43 against a prediction,,
425,0.3695,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x480_y2400,0.28672 0.87891 0.05781 0.13281,best IoU 0.43 against a prediction,,
426,0.3669,loose_box,train,AI4SHIPWRECKS__WP_Rend_02__x0_y960,0.39062 0.27813 0.05937 0.05000,best IoU 0.43 against a prediction,,
427,0.364,loose_box,train,AI4SHIPWRECKS__Near_Shore_03__x0_y7680,0.02109 0.40000 0.04219 0.40625,best IoU 0.44 against a prediction,,
428,0.362,loose_box,train,AI4SHIPWRECKS__Montana_01__x1088_y960,0.35781 0.90938 0.14375 0.03438,best IoU 0.44 against a prediction,,
429,0.3581,loose_box,train,AI4SHIPWRECKS__Montana_01__x960_y960,0.55781 0.90938 0.14375 0.03438,best IoU 0.44 against a prediction,,
430,0.3581,loose_box,val,AI4SHIPWRECKS__WP_Rend_11__x480_y2880,0.28672 0.12891 0.05781 0.13281,best IoU 0.44 against a prediction,,
431,0.3554,loose_box,train,AI4SHIPWRECKS__Pewabic_03__x480_y960,0.94922 0.18906 0.02344 0.01562,best IoU 0.44 against a prediction,,
432,0.3495,loose_box,train,AI4SHIPWRECKS__Egyptian_12__x0_y622,0.72813 0.42891 0.06250 0.09219,best IoU 0.45 against a prediction,,
433,0.34,loose_box,train,AI4SHIPWRECKS__Pewabic_03__x480_y480,0.94922 0.93906 0.02344 0.01562,best IoU 0.46 against a prediction,,
434,0.3348,loose_box,train,AI4SHIPWRECKS__Egyptian_06__x960_y1440,0.48828 0.82344 0.04844 0.04063,best IoU 0.47 against a prediction,,
435,0.3324,loose_box,train,AI4SHIPWRECKS__Egyptian_06__x1088_y1440,0.28828 0.82344 0.04844 0.04063,best IoU 0.47 against a prediction,,
436,0.3199,loose_box,train,AI4SHIPWRECKS__Oscar_T_Flint_12__x480_y960,0.98125 0.02031 0.03750 0.03438,best IoU 0.48 against a prediction,,
437,0.3173,loose_box,train,AI4SHIPWRECKS__Egyptian_06__x1088_y1533,0.28828 0.67812 0.04844 0.04063,best IoU 0.48 against a prediction,,
438,0.3161,loose_box,train,AI4SHIPWRECKS__Egyptian_06__x960_y1533,0.48828 0.67812 0.04844 0.04063,best IoU 0.48 against a prediction,,
439,0.3152,loose_box,train,AI4SHIPWRECKS__Egyptian_12__x0_y622,0.63750 0.33750 0.02187 0.01875,best IoU 0.48 against a prediction,,
440,0.312,loose_box,train,AI4SHIPWRECKS__Heart_Failure_10__x480_y960,0.35000 0.30234 0.27187 0.30781,best IoU 0.49 against a prediction,,
441,0.3119,loose_box,train,AI4SHIPWRECKS__Egyptian_12__x0_y622,0.71484 0.54063 0.02969 0.04063,best IoU 0.49 against a prediction,,
442,0.3106,loose_box,train,AI4SHIPWRECKS__WP_Rend_02__x480_y480,0.39062 0.91406 0.03125 0.04063,best IoU 0.49 against a prediction,,
443,0.3104,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x1088_y630,0.31719 0.29922 0.05000 0.02969,best IoU 0.49 against a prediction,,
444,0.3101,loose_box,train,AI4SHIPWRECKS__Egyptian_09__x960_y630,0.51719 0.29922 0.05000 0.02969,best IoU 0.49 against a prediction,,
445,0.3089,loose_box,train,AI4SHIPWRECKS__WP_Rend_04__x960_y960,0.31250 0.28906 0.10000 0.12500,best IoU 0.49 against a prediction,,
446,0.3088,loose_box,train,AI4SHIPWRECKS__WP_Rend_04__x1088_y960,0.11250 0.28906 0.10000 0.12500,best IoU 0.49 against a prediction,,
